Name,Category,Latitude,Longitude
SMAK BPK PENABUR SUKABUMI,Sekolah menengah,-6.9151287,106.9323478
SMPIT ANDALUSIA Kota Sukabumi,Sekolah Menengah Pertama,-6.9061842,106.9145883
SLB B Budi Nurani Kota Sukabumi,Sekolah Pendidikan Khusus,-6.9474728,106.9232178
SMP Negeri 6 Sukabumi,Sekolah Menengah Pertama,-6.9368027,106.9362466
MTsN KOTA SUKABUMI,Sekolah Menengah Pertama,-6.9424779,106.931145
RA ALKAUTSAR kota Sukabumi,Taman Kanak-kanak,-6.9279635,106.9361774
Madania Global Islamic School,Sekolah menengah,-6.9456815,106.9355833
SMAN 1 Cisaat,Sekolah Menengah Atas,-6.9250622,106.8799802
Sekolah Tahfizh Plus SD Khoiru Ummah Sukabumi,Sekolah Dasar,-6.931947,106.934053
MTs. Muhammadiyah 1 kota sukabumi,Sekolah Menengah Pertama,-6.9351203,106.9254104
SMP Negeri 2 Kota Sukabumi,Sekolah Menengah Pertama,-6.9186735,106.9314622
SMA Doa Bangsa Cibadak,Sekolah Menengah Atas,-6.8980221,106.8213648
SMK Teknologi Plus Padjadjaran Kota Sukabumi,Sekolah Menengah Umum,-6.9165779,106.9038302
Yuwati Bhakti,Sekolah Dasar,-6.9165922,106.931039
Yayasan Baitul Hikmah Sukabumi,Sekolah,-6.9184255,106.7712231
SMP Islam Al Azhar 7 Kota Sukabumi,Sekolah Menengah Pertama,-6.9176681,106.9077333
SDIT ADZKIA 2 SUKABUMI,Sekolah pendidikan umum,-6.926356,106.9460849
Sman 4 kota sukabumi,Sekolah Menengah Umum,-6.9203866,106.9309622
Kb / Tk Pasim Ar Rayyan,Sekolah Dasar,-6.9148571,106.9371095
TK Islam Al Azhar 7 Sukabumi,Taman Kanak-kanak,-6.9182192,106.9077639
Pondok Pesantren Modern Al-Firdaus,Sekolah pendidikan umum,-6.9233285,106.9579829
SMP Negeri 7 Kota Sukabumi,Sekolah Menengah Pertama,-6.9279432,106.9144804
MTs / MA Persis 68 Warudoyong Kota Sukabumi,Sekolah Menengah Pertama,-6.915636,106.905535
...,Sekolah Dasar,-6.9204072,106.9327985
SLB-A Budi Nurani Kota Sukabumi,Sekolah Tunarungu,-6.948459,106.9224925
SMP Negeri 3 Sukabumi,Sekolah Menengah Pertama,-6.9440386,106.9201753
Pondok Pesantren Ulul Albab Kota Sukabumi,Sekolah asrama,-6.9010293,106.9145214
MIS Hidayatul Athfal Kota Sukabumi,Sekolah Dasar,-6.9339799,106.9351998
SMA Al Masthuriyah,Sekolah Menengah Umum,-6.9053816,106.8704597
SDN Dewi Sartika CBM,Sekolah Dasar,-6.9170692,106.931445
Sekolah Khusus Insan Pelangi Mandiri Supervisi oleh EDUfa,Psikolog Anak,-6.916172,106.917768
SMP Negeri 12 Sukabumi,Sekolah Menengah Pertama,-6.9509108,106.9464638
SMP IT ADZKIA 1 SUKABUMI,Sekolah Menengah Pertama,-6.9080265,106.8989992
SDN Pajagalan Kota Sukabumi,Sekolah Dasar,-6.9271291,106.9229372
SMA NEGER 2 KARAMAT SUKABUMI,Sekolah Menengah Umum,-6.9036008,106.9189238
SMP Negeri 4 Kota Sukabumi,Sekolah Menengah Umum,-6.9025164,106.9253387
SMP PELITA YNH KOTA SUKABUMI,Sekolah menengah,-6.9269321,106.9355216
SMP Negeri 15,Sekolah Menengah Pertama,-6.9197005,106.9445543
MTs YASTI 1,Sekolah Menengah Pertama,-6.9117528,106.8868604
SDN Kebonjati kota sukabumi,Sekolah Dasar,-6.920078,106.9356109
SMA ISLAM TERPADU AL-FATH,Sekolah Menengah Umum,-6.9075302,106.9127287
MTs 2 Kota Sukabumi,Sekolah Menengah Pertama,-6.9433193,106.9313293
SD SMP SMA Advent Sukabumi,Sekolah pendidikan umum,-6.9188404,106.9270503
TK Islam An Nuur Sukabumi,Kelompok Bermain,-6.9216521,106.9366781
SD Mardi Waluya,Sekolah Dasar,-6.9201313,106.9312811
TK-SD-SMP NEGERI MODEL,Sekolah Dasar,-6.9547942,106.7677327
SMP Islam Al-Anhar Sukabumi,Sekolah Menengah Pertama,-6.8998662,106.8953831
TAUD AT-TARTIL SUKABUMI,Taman Kanak-kanak,-6.9046172,106.8868137
SMPN 6 KOTA SUKABUMI,Sekolah Menengah Pertama,-6.9369205,106.9362288
MIN 5 Sukabumi,Sekolah Dasar,-6.9288185,106.8365926
SMKS Lodaya Sukabumi,Sekolah menengah,-6.8944372,106.8066546
Golden Age Islamic School (GAIS),Sekolah pendidikan umum,-6.9191175,106.9188635
SMP Negeri 5 Kota Sukabumi,Sekolah Menengah Pertama,-6.91966,106.9356264
Pondok Pesantren Al Masthuriyah,Sekolah Agama,-6.9055791,106.870147
PAUD Al Hidayah Kota Sukabumi,Kelompok Bermain,-6.9388329,106.9244374
IPB kota sukabumi,Sekolah pendidikan umum,-6.9449005,106.9518037
Pondok Pesantren Al-hidayah & Mts Yasmin Kota Sukabumi,Sekolah Agama,-6.9139319,106.9097138
SMP NEGERI 1 CIBADAK,Sekolah Menengah Pertama,-6.8943996,106.7924349
SMP Pasundan Sukabumi,Sekolah Menengah Pertama,-6.923446,106.9233824
SMA AL BAYAN (Sekolah Unggulan),Sekolah Agama,-6.9007077,106.7833616
MTs Amal Islami Fullday And Boarding School Kota Sukabumi,Sekolah Menengah Pertama,-6.9530504,106.9180769
MTS Syamsul'Ulum,Sekolah pendidikan umum,-6.916567,106.9162383
SMPN 16,Sekolah menengah,-6.9308199,106.9045184
Pondok Pesantren Tahfizhul Qur'an Al-Izzah Sukabumi,Sekolah Menengah Khusus Wanita,-6.9494705,106.9447485
TK Aisyiyah 2,Taman Kanak-kanak,-6.9220116,106.9348085
SMP PGRI 2 Kota Sukabumi,Sekolah Menengah Pertama,-6.9103582,106.9220212
MI Cirenged,Sekolah Dasar,-6.8961415,106.871713
Sdn Cibeureum Hilir CBM Kota Sukabumi,Sekolah Dasar,-6.919748,106.958682
SD Negeri Dwikora Kota Sukabumi,Sekolah Dasar,-6.933128,106.9220198
SMP ITECH PASIM AR-RAYYAN,Sekolah Menengah Pertama,-6.9149141,106.9368191
SLB-C Budi Nurani Kota Sukabumi,Sekolah Pendidikan Khusus,-6.947516,106.9232272
SMA Muhammadiyah,Sekolah menengah,-6.9183022,106.9352655
SDN Sukakarya 2 Kota Sukabumi,Sekolah Dasar,-6.920388,106.9089564
Pestrn asalafia Sukabumi,Sekolah Menengah Umum,-6.9277361,106.9299579
BPK Penabur Sukabumi,Sekolah Paroki,-6.918626,106.9356823
Pondok Pesantren Al-Fauzan Sukabumi,Sekolah asrama,-6.931873,106.9109519
SD Islam Tahfidz Qur'an Alfajr,Sekolah pendidikan umum,-6.9075288,106.9130377
SMPN 1 Cisaat,Sekolah menengah,-6.9071433,106.8914909
Smpn 1 Kab.sukabumi,Sekolah Dasar,-6.9000562,106.9250538
SMP Mardi Waluya 2,Sekolah pendidikan umum,-6.920239,106.9313409
SDN Gunung Puyuh CBM,Sekolah Dasar,-6.9159819,106.9183468
BPR Sukabumi,Bank,-6.9143149,106.9328404
Bank CCB Indonesia KC Sukabumi,Bank,-6.9217519,106.9232912
Bank Mandiri KCP Sukabumi Ahmad Yani,Bank,-6.92222,106.9268147
Bank Mandiri Sukabumi Sudirman,Bank,-6.9211717,106.9225885
Bank Syariah Indonesia KC Sukabumi Sudirman,Bank,-6.9209038,106.9223809
bank bjb Kantor Cabang Sukabumi,Bank,-6.9215306,106.9243436
BCA KCU SUKABUMI,Bank,-6.921597,106.92396
BANK BRI KC SUKABUMI,Bank,-6.9221733,106.9260066
Bpr Sukabumi Bank Perkeditan Rakyat,Bank,-6.9064124,106.8939041
Bank BTN KC SUKABUMI,Bank,-6.9196427,106.9199079
Bank Sinarmas - Sukabumi,Bank,-6.9226109,106.9424874
BCA KCP Sukabumi Raya,Bank,-6.925045,106.927812
BNI KCP CIWANGI,Bank,-6.9221823,106.9290817
Bank Muamalat,Bank,-6.9207322,106.9226686
BNI Sukabumi,Bank,-6.9205338,106.9345737
BSI KC Sukabumi A. Yani,Bank,-6.921473,106.9236524
PermataBank,Bank,-6.9202078,106.9295894
Kantor Bpr Sukabumi,Bank,-6.9152347,106.9318065
BTPN KC Sukabumi,Bank,-6.9202834,106.9333434
BCA KCP Kota Paris,Bank,-6.922973,106.93507
Bank Woori Saudara KC Sukabumi,Bank,-6.919279,106.9179338
Bank Syariah Indonesia KCP Sukabumi Cibadak,Bank,-6.8944156,106.7927128
BPRS HIK PARAHYANGAN,Bank,-6.9029895,106.8821249
MANDIRI CISAAT,Bank,-6.9078793,106.8915949
BPR Supra Sukabumi,Bank,-6.9285959,106.926486
bank bjb KCP BPN Kota Sukabumi,Bank,-6.91273,106.9348351
Maybank Sukabumi,Bank,-6.9200614,106.9199571
BPR KOTA SUKABUMI,Layanan perbankan bisnis,-6.9226111,106.9321771
BCA KCP Cibadak,Bank,-6.8939557,106.7885463
PT.BPR DANA MANDIRI BOGOR,Bank,-6.903531,106.8552203
Bank BRI Unit Sukabumi Selatan,Bank,-6.9251774,106.9286264
BNI CIBADAK,Bank,-6.8937002,106.7857374
Mandiri Unit Mikro Cibadak,Bank,-6.8919043,106.7826459
CIMB NIAGA,Bank,-6.9208533,106.9315886
Bank Mega,Bank,-6.9196364,106.9197862
bank bjb KCP Pemda Kota Sukabumi,Bank,-6.9181612,106.9318428
BPR Semesta Megadana. PT,Bank,-6.912174,106.898323
Bank BRI Unit Sukabumi Utara,Bank,-6.9179729,106.9325793
BPR Supra KPO,Bank,-6.9089256,106.8933135
bank bjb KCP Samsat Wilayah Kota Sukabumi,Bank,-6.919199,106.926003
Bank BRI Unit Sukabumi Barat,Bank,-6.91967,106.915785
Mandiri Taspen Kantor Sukabumi,Bank,-6.9207322,106.9226685
BSN KCP Sukabumi,Bank,-6.8939837,106.7861054
Bjb Kcp Cisaat,Bank,-6.904625,106.886686
OCBC NISP,Bank,-6.9204512,106.929585
BPR Sukabumi Cab Parungkuda,Bank,-6.9010406,106.8416571
Bank Sinarmas,Bank,-6.9226316,106.9322115
bank bjb KCP Pasar Pelita,Bank,-6.925354,106.9338027
bank bjb KCP Cikukulu,Bank,-6.9036036,106.8579763
PD. BPR SUKABUMI Cab CIBADAK,Bank,-6.8936943,106.7840574
Bank KB Bukopin,Bank,-6.9211416,106.93581
Bank Mega,Bank,-6.9250935,106.9284058
PT PNM Cab Sukabumi,Bank,-6.9119894,106.9295498
Bank Bjb Syariah,Bank,-6.9202368,106.9203048
bank bjb KCP RSUD Sukabumi,Bank,-6.915269,106.9351928
BRI Unit Cibadak Kota,Bank,-6.8940425,106.7858539
Bank BRI Unit Karang Tengah,Bank,-6.895257,106.8084289
BPR Sukabumi. PD,Bank,-6.9123932,106.9292482
Bank BRI Unit Cibaraja,Bank,-6.9031192,106.8847261
Kanca BRI Cibadak,Bank,-6.8916173,106.7819441
Bank BRI Unit Bhayangkara,Bank,-6.9123406,106.9291454
Bank BRI Unit Sukabumi Timur,Bank,-6.9228956,106.9364906
PD BPR,Bank,-6.9225992,106.9321054
BPR NBP 11,Bank,-6.9254685,106.9251172
BRI Unit Cisande,Bank,-6.9040126,106.8542067
DANAMON SUKABUMI A YANI,Bank,-6.9219337,106.9248321
Bank Mayapada,Bank,-6.9251456,106.9273587
bank bjb Kantor Cabang Pembantu Ciaul,Bank,-6.9216296,106.9464874
PT Arthaasia Finance Sukabumi,Bank,-6.9181648,106.9130218
KCP Pelabuhan Ratu,Bank,-6.9231335,106.9342813
Panin Bank - Pasar Pelita,Bank,-6.9242227,106.9303913
Bank OCBC SUKABUMI - CIBADAK,Bank,-6.889427,106.780517
bank bjb KCP Cibadak,Bank,-6.8940164,106.7886739
ULaMM Pelita Sukabumi,Lembaga Keuangan,-6.9283599,106.9261926
Mandiri Tunas Finance,Lembaga Keuangan,-6.9198514,106.9210331
PD BPR KOTA SUKABUMI,Bank,-6.9256035,106.9304743
PT. BPD Jawa Barat Dan Banten,Bank,-6.9381739,106.8857177
BCA FINANCE SUKABUMI,Konsultan Keuangan,-6.9193959,106.9179719
Unit Cisaat,Bank,-6.9099058,106.8946244
BPR Supra Ciwangi,Bank,-6.9213878,106.9277974
bank bjb KCP Samsat Wil. Kab. Sukabumi Cibadak,Bank,-6.8941242,106.8000489
Bank Sukabum,Bank,-6.9034904,106.9379723
ATM DANAMON SUKABUMI AHMAD YANI,Bank,-6.9220456,106.9248579
BPR Supra Cibadak,Bank,-6.8942045,106.7875859
ATM bank bjb Dinas Kota Sukabumi,Bank,-6.9155898,106.9312862
ATM Bank Bukopin KCU Sukabumi,ATM,-6.9211116,106.9358205
"Bank Panin, Cibadak Kota",Bank,-6.8934992,106.7840025
ATM Permatabank,ATM,-6.9202069,106.9295595
Bank Mega,Bank,-6.940556,106.873611
KSU Daya Guna Mandiri,Bank,-6.9034523,106.8804423
Syariah Btpn Kantor Fungsional Operasional,Bank Tabungan,-6.9207593,106.9226711
Kredit Plus,Bank,-6.8958688,106.8129793
K.cengkareng DM,Bank Trust,-6.9123674,106.9216611
Western Union,Bank,-6.9213835,106.9277738
Bank BJB Payment Point Samsat Wilayah Kab. Sukabumi Cibadak,Bank,-6.8932191,106.7835079
Bank Muamalat,Bank,-6.8936963,106.7855636
Western Union,Bank,-6.9279193,106.9333835
bank bjb KCP RSUD Sekarwangi Cibadak,Bank,-6.8947224,106.7931189
Bank BRI CRM - BRI UNIT SUKABUMI SELATAN,ATM,-6.922059,106.9257599
Master Partner 3,Bank,-6.9153674,106.9360239
SWAMITRA KOPERASI SUKABUMI STUDY CENTER,Bank,-6.9228288,106.9375592
PNM Mekaar Cabang Parung Kuda,Bank,-6.8948597,106.7907171
Bank BJB ATM,Bank,-6.9219273,106.9285617
Agen BTPN WOW,Bank,-6.928753,106.9001077
ATM Muamalat Indomaret Cibatu Sukabumi,Bank,-6.9020663,106.8901194
Bank Woori Saudara KCP Cibadak,Bank,-6.8937287,106.7862508
BPR DANAPOS,Bank,-6.9145365,106.9341188
BPR PKU,Bank,-6.9356422,106.892732
BPR DANAPOS,Bank,-6.9169279,106.930913
PT Bank Bukopin Cibadak,Bank,-6.8941408,106.7897279
Western Union,Bank,-6.8957158,106.9387989
Finansia Multi Finance. PT - Sukabumi,Bank,-6.9153752,106.9071246
ATM bank bjb Kantor Kas RSUD Sekarwangi (Cibadak),Bank,-6.9156876,106.9361309
Bank OCBC NISP - Cosmo Technology,Bank,-6.9001799,106.8244484
Unit Layanan Modal Mikro Sukabumi Pasar Pelita,Bank,-6.9295371,106.9326999
Western Union,Bank,-6.9220487,106.925076
Bank BRI CRM - KC SUKABUMI,ATM,-6.9221733,106.9260066
Tunas Baru Group,Pengembangan Bisnis Perdagangan,-6.9281076,106.9141616
"Agen PRASETYO (""WoW"")",Bank Tabungan,-6.9050091,106.9136372
BPR Supra Bhayangkara,Bank,-6.9115465,106.9210327
RiniMart,Minimarket,-6.9171048,106.9296651
Toko Asri Pusat Oleh-oleh Sukabumi,Toko Swalayan,-6.9104995,106.9218695
Idolmart Ciaul Sukabumi,Minimarket,-6.9227278,106.9392972
YOMART CISAAT3,Minimarket,-6.9111305,106.8958441
indomaret alt jalur selatan perempatan jln rambay,Minimarket,-6.9301975,106.9003275
Toserba Yogya Sukabumi,Toko Swalayan,-6.9200478,106.9283485
I Mart,Minimarket,-6.8943888,106.7936818
Indomaret Otista Sukabumi,Minimarket,-6.9237255,106.9340552
Toserba Selamat,Pusat Perbelanjaan,-6.9210805,106.9348566
Alfamart,Minimarket,-6.9218625,106.9243126
Yomart Cisaat 1 Minimarket,Toko Swalayan,-6.9026845,106.883228
Mini Market Al-Barakah,Toko bahan makanan,-6.8809968,106.9036074
YOMART RAMBAY,Minimarket,-6.9131678,106.8989956
Alfamart SPBU Lingkar,Minimarket,-6.9265856,106.8952185
Alfamart,Minimarket,-6.9362685,106.9374387
Alfamart Salabintana2,Minimarket,-6.8950743,106.9386475
212 MART,Toko bahan makanan,-6.9101608,106.8945856
Alfamidi Jendral sudirman,Minimarket,-6.9191152,106.9163066
Indomaret Cigunung Sukabumi,Minimarket,-6.9118712,106.9018576
Alfamart,Minimarket,-6.910586,106.9236842
Prima Center 10 Cisaat,Toko Swalayan,-6.910955,106.8870069
Indomaret Perintis Kemerdekaan,Minimarket,-6.9204621,106.9268853
Toko Bobby,Minimarket,-6.9129631,106.9302847
Alfamart A. Yani 2 Sukabumi,Minimarket,-6.9213085,106.9232601
Toko Insani,Minimarket,-6.932453,106.9346519
Alfamart Simpang Cikidang,Minimarket,-6.8769994,106.7765954
Darussyifa Mart,Minimarket,-6.8856961,106.9161994
Alfamart Gunungguruh,Toko bahan makanan,-6.9307797,106.8999901
Mini Gold Sukabumi_distro buLia,Minimarket,-6.9260777,106.9053153
Indomaret Didi Sukardi,Minimarket,-6.9327346,106.9320907
Indomaret Ahmad Yani Sukabumi,Minimarket,-6.9226146,106.9323061
Toko Rifqi,Minimarket,-6.9247766,106.9433862
Alfamart,Minimarket,-6.923235,106.9354831
Alfamart cipoho,Minimarket,-6.9357157,106.9246859
NICESO CIBADAK,Minimarket,-6.893958,106.7860546
Indomaret Segog,Minimarket,-6.9001124,106.8245356
Alfamart Cibolang,Toko bahan makanan,-6.9052521,106.8767225
Alfamart,Minimarket,-6.9127716,106.9336051
Alfamart Cibatu,Minimarket,-6.9048602,106.8867981
Berkah Baru Toserba Cibadak,Toko bahan makanan,-6.8908128,106.7811098
Alfamart Ruko Danalaga,Minimarket,-6.9254929,106.9258436
Indomaret Jalur selatan,Minimarket,-6.9392452,106.9088561
Indomaret Raden Samsudin,Minimarket,-6.9148533,106.9357843
Alfamart,Minimarket,-6.930958,106.929432
SP Mart,Toko Swalayan,-6.8989324,106.9276491
Indomaret Cikembang-Sukabumi,Minimarket,-6.892609,106.9373361
Alfamart Cigunung,Minimarket,-6.9121373,106.9024172
Alfamart gunungpuyuh bhayangkara,Minimarket,-6.915931,106.9179436
Alfamart parungseah gede,Minimarket,-6.896586,106.924401
Indomaret Cikukulu Raya,Minimarket,-6.9038873,106.859864
Indomaret Sriwedari,Minimarket,-6.9123407,106.9291792
Indomaret Cibatu Sukabumi,Minimarket,-6.9048604,106.887306
Indomaret Pesona Pangrango,Minimarket,-6.9038869,106.9296534
Indomaret Prana Estate,Minimarket,-6.9148176,106.9357872
ATM BCA & ATM BRI,Minimarket,-6.9127246,106.8988885
Alfamart Nagrak Cisaat,Minimarket,-6.8770495,106.7972105
Indomaret,Minimarket,-6.8772487,106.7766381
INDOMARET PARUNGSEAH,Minimarket,-6.8992045,106.9246273
Kios Pink,Minimarket,-6.9235109,106.9232076
Toserba Berkah Cisaat,Toko bahan makanan,-6.9064637,106.8918081
Indomaret Salakopi,Minimarket,-6.9013473,106.8334901
Indomaret Cibolang Kaler,Minimarket,-6.9052015,106.8678301
Bright,Minimarket,-6.9265719,106.933043
Warung Adang,Minimarket,-6.9173239,106.9095663
SEJAHTERA MINIMART & ATK,Toko,-6.9203471,106.9309696
Alfamart,Minimarket,-6.92974,106.92589
Point Coffee kantor pos sukabumi,Minimarket,-6.9223022,106.9265404
IDOLMART KARANG TENGAH SUKABUMI,Minimarket,-6.8960394,106.8146129
S-Mart SPBU Otista,Minimarket,-6.9342931,106.931729
Toko Acong,Minimarket,-6.9203503,106.9279944
Wr. Sujana,Minimarket,-6.9198276,106.9187554
Indomaret suryakencana sukabumi,Minimarket,-6.8884783,106.7801301
Alfamart,Minimarket,-6.9227678,106.9395928
Alfamart Raya Rambay,Minimarket,-6.9124794,106.8991668
Toko,Toko Swalayan,-6.9227204,106.9582859
Alfamidi Cibadak Sukabumi,Minimarket,-6.8946383,106.7958128
Indomaret Royal Kabandungan,Minimarket,-6.9113807,106.9291967
Alfamart Nyomplong,Minimarket,-6.9265311,106.9212137
Alfamart Jalur Cibatu,Toko bahan makanan,-6.9125343,106.8791031
Yomart Cisaat 2,Minimarket,-6.9057203,106.8921283
Indomaret Nagrak Sukabumi (TXXJ),Minimarket,-6.8700658,106.80459
Indomaret Cagak,Minimarket,-6.9027418,106.8832341
Alfamart,Minimarket,-6.929533,106.9327639
INDOMARET RA. KOSASIH SUKABUMI (TR13),Minimarket,-6.9215485,106.9452581
Alfamart Raya Cibadak,Toko bahan makanan,-6.891809,106.7821376
Alfamart Kadupugur,Toko bahan makanan,-6.90161,106.8461444
Indomaret kramat,Minimarket,-6.9041819,106.9181592
Ramayana departemen store,Toserba,-6.9256251,106.9292051
Alfamart,Minimarket,-6.9258264,106.895139
ALFAMART CIAUL SUKABUMI,Minimarket,-6.9150706,106.9443103
Indomaret Nyomplong,Minimarket,-6.9242748,106.9215905
Alfamart,Minimarket,-6.9211854,106.935523
Alfamart CIJAMBU,Minimarket,-6.8891846,106.8997934
Alfamart CIANDAM SUKABUMI,Minimarket,-6.9316974,106.9471247
Indomaret Sukamulya Cikembar,Toko bahan makanan,-6.9335476,106.7748602
Indomaret cibadak sukabumi,Minimarket,-6.8894522,106.7805656
Suhardi Grosir,Minimarket,-6.9233203,106.9439883
Toko Terus Terang,Minimarket,-6.9224843,106.9427063
INDOMARET BHAYANGKARA,Minimarket,-6.917225,106.9165465
Sumber Barokah,Minimarket,-6.9015379,106.8328039
Indomaret SPBU Ciaul,Minimarket,-6.922189,106.9419311
Alfamart Bhayangkara,Minimarket,-6.9121961,106.9288918
Indomaret Alternatif Nagrak (TGIL),Minimarket,-6.8821977,106.7835329
Toko Abbas Grosir & Eceran,Toko bahan makanan,-6.9070075,106.92219
Indomaret Sekarwangi Cibadak TM40,Minimarket,-6.8936638,106.7856807
Ramdan Billa Jaya,Minimarket,-6.9247163,106.9303487
JAJANAN SUBUH TOSERBA SELAMAT SUKABUMI,Sarapan,-6.9208549,106.9349447
Toko You,Minimarket,-6.9199106,106.9235238
HIKMART - CISAAT,Minimarket,-6.8959074,106.8706558
Indomaret Karang Tengah 2,Minimarket,-6.8971294,106.8205149
Alfamart Kadudampit,Minimarket,-6.8724081,106.9100921
Alfor Snack Â² Serba 2000,Minimarket,-6.8959837,106.8143773
Indomaret Cikondang Sukabumi,Minimarket,-6.9430793,106.9251181
Alfamart Cisaat 3/f,Minimarket,-6.9060962,106.8918694
Alfamart Mangkalaya,Minimarket,-6.9255453,106.8796562
Sumber Alfaria Trijaya. PT (Alfamart),Minimarket,-6.92156,106.94572
Indomaret Cikujang,Minimarket,-6.9365436,106.8996731
Indomaret Mangkalaya Cisaat,Minimarket,-6.9283855,106.877936
Alfamart Karangtengah 3,Minimarket,-6.8974778,106.8205238
Imelda Jaya,Minimarket,-6.9311939,106.9311877
